"Fact ID","Item ID","Outlet ID","Location Type ID","Outlet Size","Outlet Type ID","Item Visibility","Item Weight",Sales,Rating
421,348,8,2,Medium,4,0.1606536820,0.00000,185.22660,5
422,376,8,2,Medium,4,0.0379626960,0.00000,97.57260,5
423,377,8,2,Medium,4,0.0904733890,0.00000,229.79840,5
424,378,8,2,Medium,4,0.1443384930,0.00000,172.10800,5
425,379,8,2,Medium,4,0.0383139810,0.00000,109.95700,5
426,380,8,2,Medium,4,0.1726296830,0.00000,148.47080,5
427,213,8,2,Medium,4,0.0109286780,0.00000,167.08420,5
428,381,1,1,Medium,1,0.0691963760,9.00000,54.36140,5
429,111,3,1,Small,1,0.0070409800,21.20000,173.57380,5
430,6,10,1,Small,3,0.0095851690,0.00000,102.50160,5
